class,pcornet_code,pcornet_name,pedsnet_code,pedsnet_name,value_as_concept_id
Rx Dose Form,EXTENDED_RELEASE_ENTERIC_COATED_CAPSULE,Extended Release Enteric Coated Capsule,19082078,Extended Release Enteric Coated Capsule,null
Rx Dose Form,EXTENDED_RELEASE_ENTERIC_COATED_TABLET,Extended Release Enteric Coated Tablet,19082257,Extended Release Enteric Coated Tablet,null
Rx Dose Form,EXTENDED_RELEASE_SUSPENSION,Extended Release Suspension,19082080,Extended Release Suspension,null
Rx Dose Form,EXTENDED_RELEASE_TABLET,Extended Release Tablet,19082079,Extended Release Oral Tablet,null
Rx Dose Form,FLAKES,Flakes,19082101,Oral Flakes,null
Rx Dose Form,GAS_FOR_INHALATION,Gas for Inhalation,19082258,Gas for Inhalation,null
Rx Dose Form,GRANULES,Granules,45775489,Granules for Oral Solution,null
Rx Dose Form,GRANULES,Granules,45775490,Granules for Oral Suspension,null
Rx Dose Form,INHALANT_POWDER,Inhalant Powder(Powdered Dose Inhaler),19082259,Inhalant Powder,null
Rx Dose Form,INHALANT_SOLUTION,Inhalant Solution,19095898,Inhalant Solution,null
Rx Dose Form,INJECTABLE_SOLUTION,Injectable Solution,19082103,Injectable Solution,null
Rx Dose Form,INJECTABLE_SUSPENSION,Injectable Suspension,19082104,Injectable Suspension,null
Rx Dose Form,INTRAPERITONEAL_SOLUTION,Intraperitoneal Solution,19082105,Intraperitoneal Solution,null
Rx Dose Form,IRRIGATION_SOLUTION,Irrigation Solution,19016586,Irrigation Solution,null
Rx Dose Form,LOZENGE,Lozenge(Oral Troche),19082253,Oral Lozenge,null
Rx Dose Form,MEDICATED_BAR_SOAP,Medicated Bar Soap,19082108,Medicated Bar Soap,null
Rx Dose Form,MEDICATED_LIQUID_SOAP,Medicated Liquid Soap,19082109,Medicated Liquid Soap,null
Rx Dose Form,MEDICATED_PAD,Medicated Pad(Medicated Swab),19130307,Medicated Pad,null
Rx Dose Form,MEDICATED_SHAMPOO,Medicated Shampoo,19008697,Medicated Shampoo,null
Rx Dose Form,MEDICATED_TAPE,Medicated Tape,19130329,Medicated Tape,null
Rx Dose Form,METERED_DOSE_INHALER,Metered Dose Inhaler,19126918,Metered Dose Inhaler,null
Rx Dose Form,MOUTHWASH,Mouthwash(Oral Rinse; Topical Dental Solution),19126590,Mouthwash,null
Rx Dose Form,MUCOSAL_SPRAY,Mucosal Spray,19095900,Mucosal Spray,null
Rx Dose Form,MUCUS_MEMBRANE_TOPICAL_SOLUTION,Mucus Membrane Topical Solution,19082110,Mucous Membrane Topical Solution,null
Rx Dose Form,NASAL_CREAM,Nasal Cream,19082161,Nasal Cream,null
Rx Dose Form,NASAL_GEL,Nasal Gel(Nasal Jelly),19082163,Nasal Gel,null
Rx Dose Form,NASAL_INHALANT,Nasal Inhalant,19082162,Nasal Inhalant,null
Rx Dose Form,NASAL_INHALER,Nasal Inhaler,19126919,Nasal Inhaler,null
Rx Dose Form,NASAL_OINTMENT,Nasal Ointment,19082164,Nasal Ointment,null
Rx Dose Form,NASAL_SOLUTION,Nasal Solution(Nasal Drops; Nose Drops),19082165,Nasal Solution,null
Rx Dose Form,NASAL_SPRAY,Nasal Spray,19011167,Nasal Spray,null
Rx Dose Form,NASAL_SUSPENSION,Nasal Suspension(Nasal Drops; Nose Drops),19095977,Nasal Suspension,null
Rx Dose Form,OPHTHALMIC_CREAM,Ophthalmic Cream,19082576,Ophthalmic Cream,null
Rx Dose Form,OPHTHALMIC_GEL,Ophthalmic Gel(Ophthalmic Jelly),19082166,Ophthalmic Gel,null
Rx Dose Form,OPHTHALMIC_IRRIGATION_SOLUTION,Ophthalmic Irrigation Solution,19059413,Ophthalmic Irrigation Solution,null
Rx Dose Form,OPHTHALMIC_OINTMENT,Ophthalmic Ointment,19135925,Ophthalmic Ointment,null
Rx Dose Form,OPHTHALMIC_SOLUTION,Ophthalmic Solution(Ophthalmic Drops; Eye Drops),19129634,Ophthalmic Solution,null
Rx Dose Form,OPHTHALMIC_SUSPENSION,Ophthalmic Suspension(Ophthalmic Drops; Eye Drops),19082167,Ophthalmic Suspension,null
Rx Dose Form,ORAL_CAPSULE,Oral Capsule,19082168,Oral Capsule,null
Rx Dose Form,ORAL_CREAM,Oral Cream,19082169,Oral Cream,null
Rx Dose Form,ORAL_FOAM,Oral Foam,19095971,Oral Foam,null
Rx Dose Form,ORAL_GEL,Oral Gel(Oral Jelly),19095916,Oral Gel,null
Rx Dose Form,ORAL_OINTMENT,Oral Ointment,19095975,Oral Ointment,null
Rx Dose Form,ORAL_PASTE,Oral Paste,19095918,Oral Paste,null
Rx Dose Form,ORAL_POWDER,Oral Powder,19095976,Oral Powder,null
Rx Dose Form,ORAL_SOLUTION,Oral Solution(Oral Drops),19082170,Oral Solution,null
Rx Dose Form,ORAL_SPRAY,Oral Spray,19095911,Oral Spray,null
Rx Dose Form,ORAL_STRIP,Oral Strip,19126316,Oral Strip,null
Rx Dose Form,ORAL_SUSPENSION,Oral Suspension(Oral Drops),19082191,Oral Suspension,null
Rx Dose Form,ORAL_TABLET,Oral Tablet(Caplet),19082573,Oral Tablet,null
Rx Dose Form,OTIC_CREAM,Otic Cream,19082193,Otic Cream,null
Rx Dose Form,OTIC_OINTMENT,Otic Ointment,19082194,Otic Ointment,null
Rx Dose Form,OTIC_SOLUTION,Otic Solution(Otic Drops; Ear Drops),19082195,Otic Solution,null
Rx Dose Form,OTIC_SUSPENSION,Otic Suspension(Otic Drops; Ear Drops),19082196,Otic Suspension,null
Rx Dose Form,PASTE,Paste,19102295,Paste,null
Rx Dose Form,PELLET,Pellet,19082652,Oral Pellet,null
Rx Dose Form,POWDER_SPRAY,Powder Spray,19082281,Powder Spray,null
Rx Dose Form,PREFILLED_APPLICATOR,Prefilled Applicator,19129139,Prefilled Applicator,null
Rx Dose Form,PREFILLED_SYRINGE_,Prefilled Syringe (Cartridge Pen),19126920,Prefilled Syringe,null
Rx Dose Form,PUDDING,Pudding,19082675,Pudding,null
Rx Dose Form,RECTAL_CREAM,Rectal Cream,19082197,Rectal Cream,null
Rx Dose Form,RECTAL_FOAM,Rectal Foam,19082574,Rectal Foam,null
Rx Dose Form,RECTAL_GEL,Rectal Gel(Rectal Jelly),19095917,Rectal Gel,null
Rx Dose Form,RECTAL_OINTMENT,Rectal Ointment,19082282,Rectal Ointment,null
Rx Dose Form,RECTAL_POWDER,Rectal Powder,19082198,Rectal Powder,null
Rx Dose Form,RECTAL_SPRAY,Rectal Spray,19082199,Rectal Spray,null
Rx Dose Form,RECTAL_SUPPOSITORY,Rectal Suppository,19082200,Rectal Suppository,null
Rx Dose Form,SUBLINGUAL_TABLET,Sublingual Tablet,19082285,Sublingual Tablet,null
Rx Dose Form,SUSTAINED_RELEASE_BUCCAL_TABLET,Sustained Release Buccal Tablet,19082222,Sustained Release Buccal Tablet,null
Rx Dose Form,TOOTHPASTE,Toothpaste,19009068,Toothpaste,null
Rx Dose Form,TOPICAL_CREAM,Topical Cream,19082224,Topical Cream,null
Rx Dose Form,TOPICAL_FOAM,Topical Foam,19095972,Topical Foam,null
Rx Dose Form,TOPICAL_GEL,Topical Gel(Topical Jelly),19095973,Topical Gel,null
Rx Dose Form,TOPICAL_LOTION,Topical Lotion,19082225,Topical Lotion,null
Rx Dose Form,TOPICAL_OIL,Topical Oil,19082226,Topical Oil,null
Rx Dose Form,TOPICAL_OINTMENT,Topical Ointment,19082227,Topical Ointment,null
Rx Dose Form,TOPICAL_POWDER,Topical Powder,19082286,Topical Powder,null
Rx Dose Form,TOPICAL_SOLUTION,Topical Solution(Tincture; Liniment),19082228,Topical Solution,null
Rx Dose Form,TOPICAL_SPRAY,Topical Spray(Dermal Spray),19095912,Topical Spray,null
Rx Dose Form,TRANSDERMAL_PATCH,Transdermal Patch,19082701,Patch,null
Rx Dose Form,URETHRAL_GEL,Urethral Gel(Urethral Jelly),19095974,Urethral Gel,null
Rx Dose Form,URETHRAL_SUPPOSITORY,Urethral Suppository,19082575,Urethral Suppository,null
Rx Dose Form,VAGINAL_CREAM,Vaginal Cream,19010878,Vaginal Cream,null
Rx Dose Form,VAGINAL_FOAM,Vaginal Foam,19010879,Vaginal Foam,null
Rx Dose Form,VAGINAL_GEL,Vaginal Gel(Vaginal Jelly),19010880,Vaginal Gel,null
Rx Dose Form,VAGINAL_OINTMENT,Vaginal Ointment,19082287,Vaginal Ointment,null
Rx Dose Form,VAGINAL_POWDER,Vaginal Powder,19082230,Vaginal Powder,null
Rx Dose Form,VAGINAL_RING,Vaginal Ring,40167393,Vaginal Ring,null
Rx Dose Form,VAGINAL_SPRAY,Vaginal Spray,19112649,Vaginal Spray,null
Rx Dose Form,VAGINAL_SUPPOSITORY,Vaginal Suppository,19093368,Vaginal Suppository,null
Rx Dose Form,VAGINAL_TABLET,Vaginal Tablet,19010962,Vaginal Tablet,null
Rx Dose Form,WAFER,Wafer,19082251,Oral Wafer,null
Rx Dose Form,NI,No information,44814650,No information,null
Rx Dose Form,UN,Unknown,44814653,unknown,null
Rx Dose Form,OT,Other,44814649,Other,null
