source_concept_class,target_concept,pcornet_name,source_concept_id,concept_description,value_as_concept_id
vx_manufacturer_source,AVB,Aventis Behring,,,
vx_manufacturer_source,AVI,Aviron,,,
vx_manufacturer_source,BA,Baxter Healthcare Corporation-inactive,,,
vx_manufacturer_source,BAH,Baxter Healthcare Corporation,,,
vx_manufacturer_source,BAY,Bayer Corporation,,,
vx_manufacturer_source,BP,Berna Products,,,
vx_manufacturer_source,BPC,Berna Products Corporation,,,
vx_manufacturer_source,BTP,Biotest Pharmaceuticals Corporation,,,
vx_manufacturer_source,MIP,Emergent BioSolutions,,,
vx_manufacturer_source,CSL,bioCSL,,,
vx_manufacturer_source,CNJ,Cangene Corporation,,,
vx_manufacturer_source,CMP,Celltech Medeva Pharmaceuticals,,,
vx_manufacturer_source,CEN,Centeon,,,
vx_manufacturer_source,CHI,Chiron Corporation,,,
vx_manufacturer_source,CON,Connaught,,,
vx_manufacturer_source,DVC,DynPort Vaccine Company,,,
vx_manufacturer_source,EVN,Evans Medical Limited,,,
vx_manufacturer_source,GEO,GeoVax Labs,,,
vx_manufacturer_source,SKB,GlaxoSmithKline,,,
vx_manufacturer_source,GRE,Greer Laboratories,,,
vx_manufacturer_source,IAG,Immuno International AG,,,
vx_manufacturer_source,IUS,Immuno-U.S,,,
vx_manufacturer_source,INT,Intercell Biomedical,,,
vx_manufacturer_source,KGC,Korea Green Cross Corporation,,,
vx_manufacturer_source,LED,Lederle,,,
vx_manufacturer_source,MBL,Massachusetts Biologic Laboratories,,,
vx_manufacturer_source,MA,Massachusetts Public Health Biologic Laboratories,,,
vx_manufacturer_source,MED,MedImmune,,,
vx_manufacturer_source,MSD,Merck,,,
vx_manufacturer_source,IM,Merieux,,,
vx_manufacturer_source,MIL,Miles,,,
vx_manufacturer_source,NAB,NABI,,,
vx_manufacturer_source,NYB,New York Blood Center,,,
vx_manufacturer_source,NAV,North American Vaccine,,,
vx_manufacturer_source,NOV,Novartis Pharmaceutical Corporation,,,
vx_manufacturer_source,NVX,Novavax,,,
vx_manufacturer_source,OTC,Organon Teknika Corporation,,,
vx_manufacturer_source,ORT,Ortho-clinical Diagnostics,,,
vx_manufacturer_source,PD,Parkedale Pharmaceuticals,,,
vx_manufacturer_source,PWJ,PowderJect Pharmaceuticals,,,
vx_manufacturer_source,PRX,Praxis Biologics,,,
vx_manufacturer_source,JPN,The Research Foundation for Microbial Diseases of Osaka University (BIKEN),,,
vx_manufacturer_source,PMC,Sanofi Pasteur,,,
vx_manufacturer_source,SCL,Sclavo,,,
vx_manufacturer_source, SOL,Solvay Pharmaceuticals,,,
vx_manufacturer_source,SI,Swiss Serum and Vaccine Inst,,,
vx_manufacturer_source,TAL,Talecris Biotherapeutics,,,
vx_manufacturer_source,USA,United States Army Medical Research and Material Command,,,
vx_manufacturer_source,VXG,VaxGen,,,
vx_manufacturer_source,WA,Wyeth Ayerst,,,
vx_manufacturer_source,WAL,Wyeth,,,
vx_manufacturer_source,ZLB,ZLB Behring,,,
vx_manufacturer_source,OTH,Other manufacturer,,,
vx_manufacturer_source,UNK,Unknown manufacturer,,,
vx_manufacturer_source,AKR,Akorn,,,
vx_manufacturer_source,PFR,Pfizer,,,
vx_manufacturer_source,BRR,Barr Laboratories,,,
vx_manufacturer_source,JNJ,Johnson and Johnson,,,
vx_manufacturer_source,PSC,Protein Sciences,,,
vx_manufacturer_source,IDB,ID Biomedical,,,
vx_manufacturer_source,GRF,Grifols,,,
vx_manufacturer_source,CRU,Crucell,,,
vx_manufacturer_source,KED,Kedrion Biopharma,,,
vx_manufacturer_source,PAX,PaxVax,,,
vx_manufacturer_source,MCM,MCM Vaccine Company,,,
vx_manufacturer_source,SEQ,Seqirus,,,
vx_manufacturer_source,VAL,Valneva,,,
vx_manufacturer_source,DYN,Dynaport,,,
vx_manufacturer_source,DVX,Dynavax,,,
vx_manufacturer_source,DSI,Dispensing Solutions,,,
vx_manufacturer_source,REB,Rebel Distributors,,,
vx_manufacturer_source,VET,Vetter Pharma Fertigung GmbH KG,,,
address_state,AL,AL=Alabama,,,
address_state,AK,AK=Alaska,,,
address_state,AS,AS=American Samoa,,,
address_state,AZ,AZ=Arizona,,,
address_state,AR,AR=Arkansas,,,
address_state,CA,CA=California,,,
address_state,CO,CO=Colorado,,,
address_state,CT,CT=Connecticut,,,
address_state,DE,DE=Delaware,,,
address_state,DC,DC=District of Columbia,,,
address_state,FM,FM=Federated States of Micronesia,,,
address_state,FL,FL=Florida,,,
address_state,GA,GA=Georiga,,,
address_state,GU,GU=Guam,,,
address_state,HI,HI=Hawaii,,,
address_state,ID,ID=Idaho,,,
address_state,IL,IL=Illinois,,,
address_state,IN,IN=Indiana,,,
address_state,IA,IA=Iowa,,,
address_state,KS,KS=Kansas,,,
address_state,KY,KY=Kentucky,,,
address_state,LA,LA=Louisiana,,,
address_state,ME,ME=Maine,,,
address_state,MH,MH=Marshall Islands,,,
address_state,MD,MD=Maryland,,,
address_state,MA,MA=Massachusetts,,,
address_state,MI,MI=Michigan,,,
address_state,MN,MN=Minnesota,,,
address_state,MS,MS=Mississippi,,,
address_state,MO,MO=Missouri,,,
address_state,MT,MT=Montana,,,
address_state,NE,NE=Nebraska,,,
address_state,NV,NV=Nevada,,,
address_state,NH,NH=New Hampshire,,,
address_state,NJ,NJ=New Jersey,,,
address_state,NM,NM=New Mexico,,,
address_state,NY,NY=New York,,,
address_state,NC,NC=North Carolina,,,
address_state,ND,ND=North Dakota,,,
address_state,MP,MP=Northern Mariana Islands,,,
address_state,OH,OH=Ohio,,,
address_state,OK,OK=Oklahoma,,,
address_state,OR,OR=Oregon,,,
address_state,PW,PW=Palau,,,
address_state,PA,PA=Pennsylvania,,,
address_state,PR,PR=Puerto Rico,,,
address_state,RI,RI=Rhode Island,,,
address_state,SC,SC=South Carolina,,,
address_state,SD,SD=South Dakota,,,
address_state,TN,TN=Tennessee,,,
address_state,TX,TX=Texas,,,
address_state,UT,UT=Utah,,,
address_state,VT,VT=Vermont,,,
address_state,VI,VI=Virgin Islands,,,
address_state,VA,VA=Virginia,,,
address_state,WA,WA=Washington,,,
address_state,WV,WV=West Virginia,,,
address_state,WI,WI=Wisconsin,,,
address_state,WY,WY=Wyoming,,,
address_state,AE,AE=Armed Forces Europe the Middle East and Canada,,,
address_state,AP,AP=Armed Forces Pacific,,,
address_state,AA,AA=Armed Forces Americas except Canada,,,
address_state,NI,NI=No  information,,,
address_state,UN,UN=Unknown,,,
address_state,OT,OT=Other,,,
