class,pcornet_code,pcornet_name,pedsnet_code,pedsnet_name,value_as_concept_id
Specimen source,BLD,,broviac (blood),,
Specimen source,BLD,,unknown (blood),,
Specimen source,BLD,,peripheral,,
Specimen source,BLD,,blood.,,
Specimen source,BLD,,umbilical arterial,,
Specimen source,BLD,,blood-blue lumen,,
Specimen source,BODY_FLD,,ascites fluid.,,
Specimen source,BODY_FLD,,abdominal fluid.,,
Specimen source,BODY_FLD,,thoracent. fld,,
Specimen source,BODY_FLD,,peritoneal fluid ascites,,
Specimen source,BODY_FLD,,"body fluid, unsp",,
Specimen source,BODY_FLD,,thoracentesis fluid,,
Specimen source,BODY_FLD,,preservation fluid,,
Specimen source,BODY_FLD,,skin swab vesicle fluid.,,
Specimen source,BODY_FLD,,bile,,
Specimen source,BODY_FLD,,joint fluid,,
Specimen source,BODY_FLD,,amniotic fluid.,,
Specimen source,BODY_FLD,,semen,,
Specimen source,BODY_FLD,,abdominal fluid,,
Specimen source,BODY_FLD,,gastric fluid,,
Specimen source,BODY_FLD,,peritoneal fluid.,,
Specimen source,BODY_FLD,,dialysate fluid.,,
Specimen source,BODY_FLD,,jejunal fluid,,
Specimen source,BODY_FLD,,bile.,,
Specimen source,BODY_FLD,,pericardial fluid.,,
Specimen source,BODY_FLD,,fluid,,
Specimen source,BODY_FLD,,duodenal fld,,
Specimen source,BODY_FLD,,vitreous fluid,,
Specimen source,BODY_FLD,,ascites fluid,,
Specimen source,BODY_FLD,,thoracentesis fluid.,,
Specimen source,BODY_FLD,,ascitic fluid,,
Specimen source,BODY_FLD,,shunt fluid/becker,,
Specimen source,BODY_FLD,,synovial fluid.,,
Specimen source,BODY_FLD,,abscess fluid,,
Specimen source,BODY_FLD,,tympanocentesis fluid,,
Specimen source,BODY_FLD,,synovial fluid,,
Specimen source,BODY_FLD,,tympanocentesis fluid.,,
Specimen source,BODY_FLD,,pleural fluid.,,
Specimen source,BODY_FLD,,amniotic fluid,,
Specimen source,BODY_FLD,,"fluid, other",,
Specimen source,BODY_FLD,,peritoneal dialysis fluid,,
Specimen source,BODY_FLD,,pericardial fluid,,
Specimen source,BODY_FLD,,"body fluid, other",,
Specimen source,BODY_FLD,,thoracic duct fluid,,
Specimen source,BODY_FLD,,pleural fluid,,
Specimen source,BODY_FLD,,peritoneal fluid,,
Specimen source,BODY_FLD,,pericard. fld,,
Specimen source,CSF,,ventricular drain,,
Specimen source,CSF,,csf,,
Specimen source,CSF,,lumbar drain,,
Specimen source,CSF,,shunt fluid.,,
Specimen source,CSF,,ventricular fluid,,
Specimen source,CSF,,csf shunt,,
Specimen source,CSF,,lumbar puncture,,
Specimen source,CSF,,cerebro spinal fluid,,
Specimen source,CSF,,cerebrospinal fluid,,
Specimen source,CSF,,cerebral spinal fluid,,
Specimen source,CSF,,shunt fluid,,
Specimen source,CVX_VAG,,"genital, lochia              ",,
Specimen source,CVX_VAG,,vaginal,,
Specimen source,CVX_VAG,,"genital, cervix              ",,
Specimen source,CVX_VAG,,"genital, vaginal             ",,
Specimen source,CVX_VAG,,vaginal swab,,
Specimen source,CVX_VAG,,cervix,,
Specimen source,CVX_VAG,,"genital, vaginal",,
Specimen source,CVX_VAG,,vaginal/anorectal,,
Specimen source,CVX_VAG,,vaginal/rectal,,
Specimen source,CVX_VAG,,vaginal.,,
Specimen source,CVX_VAG,,cervical,,
Specimen source,CVX_VAG,,endocervix,,
Specimen source,CVX_VAG,,endocervical swab,,
Specimen source,NI,,,,
Specimen source,NI,,not applicable,,
Specimen source,PLAS,,plasma.,,
Specimen source,PLAS,,plasma bag           ,,
Specimen source,PLAS,,plasma,,
Specimen source,PPP,,platelets,,
Specimen source,SER,,serum.,,
Specimen source,SER,,serum,,
Specimen source,STOOL,,72 hr stool,,
Specimen source,STOOL,,stool.,,
Specimen source,STOOL,,48 hr stool,,
Specimen source,STOOL,,stool (sterile container),,
Specimen source,STOOL,,stool,,
Specimen source,TISSUE,,"biopsy, tissue",,
Specimen source,TISSUE,,colon tissue.,,
Specimen source,TISSUE,,spleen tissue.,,
Specimen source,TISSUE,,nonster. tissue,,
Specimen source,TISSUE,,"lung, tissue",,
Specimen source,TISSUE,,leg (tissue),,
Specimen source,TISSUE,,esophageal biopsy tissue.,,
Specimen source,TISSUE,,stomach tissue.,,
Specimen source,TISSUE,,pathology tissue,,
Specimen source,TISSUE,,"tissue, other.",,
Specimen source,TISSUE,,"tissue, pathology",,
Specimen source,TISSUE,,bronchial biopsy tissue,,
Specimen source,TISSUE,,"stomach, tissue",,
Specimen source,TISSUE,,"lymph node, tissue",,
Specimen source,TISSUE,,kidney tissue.,,
Specimen source,TISSUE,,arm (tissue),,
Specimen source,TISSUE,,lung tissue.,,
Specimen source,TISSUE,,"heart, tissue",,
Specimen source,TISSUE,,"tissue, other",,
Specimen source,TISSUE,,brain tissue.,,
Specimen source,TISSUE,,tissue,,
Specimen source,TISSUE,,liver tissue.,,
Specimen source,TISSUE,,"kidney, tissue",,
Specimen source,TISSUE,,right lung tissue,,
Specimen source,TISSUE,,"tracheal, tissue",,
Specimen source,TISSUE,,other tissue,,
Specimen source,TISSUE,,sterile tissue,,
Specimen source,TISSUE,,wound tissue.,,
Specimen source,TISSUE,,bone (tissue),,
Specimen source,TISSUE,,back (tissue),,
Specimen source,TISSUE,,"liver, tissue",,
Specimen source,TISSUE,,left lung tissue,,
Specimen source,TISSUE,,brain (tissue),,
Specimen source,TISSUE,,"spleen, tissue",,
Specimen source,TISSUE,,cardiac tissue,,
Specimen source,TISSUE,,fresh tissue,,
Specimen source,TISSUE,,ethmoid (tissue),,
Specimen source,TISSUE,,"colon, tissue",,
Specimen source,TISSUE,,joint tissue,,
Specimen source,TISSUE,,lymph node tissue.,,
Specimen source,TISSUE,,"intestinal, tissue",,
Specimen source,TISSUE,,bronchial brush tissue,,
Specimen source,TISSUE,,duodenal (tissue),,
Specimen source,TISSUE,,sinus (tissue),,
Specimen source,TISSUE,,heart tissue.,,
Specimen source,TISSUE,,trachea tissue,,
Specimen source,TISSUE,,gastric biopsy tissue.,,
Specimen source,UN,,unknown,,
Specimen source,UN,,unspecified source,,
Specimen source,UN,,miscellaneous,,
Specimen source,URINE,,"urine, kidney aspirate",,
Specimen source,URINE,,urine source not specified,,
Specimen source,URINE,,straight cath urine,,
Specimen source,URINE,,bagged urine,,
Specimen source,URINE,,"urine, cystoscopy",,
Specimen source,URINE,,"urine, catheter",,
Specimen source,URINE,,indwelling catheter,,
Specimen source,URINE,,urine,,
Specimen source,URINE,,suprapubic,,
Specimen source,URINE,,uricult,,
Specimen source,URINE,,foley cath urine,,
Specimen source,URINE,,urine-suprapub,,
Specimen source,URINE,,fresh urine,,
Specimen source,URINE,,dirty catch urine,,
Specimen source,URINE,,urine catheter,,
Specimen source,URINE,,"urine, clean catch",,
Specimen source,URINE,,"urine, clean voided",,
Specimen source,URINE,,urine.,,
Specimen source,URINE,,urine clean catch,,
Specimen source,URINE,,"urine, nephrostomy tube",,
Specimen source,URINE,,"urine, suprapubic",,
Specimen source,URINE,,"urine, suprapubic aspirate",,
Specimen source,URINE,,urine-midstream,,
Specimen source,URINE,,"urine, supra-pubic",,
Specimen source,URINE,,urethral.,,
Specimen source,URINE,,"urine, kidney",,
Specimen source,URINE,,bladder stick urine,,
Specimen source,URINE,,"bladder, urine",,
Specimen source,URINE,,bag,,
Specimen source,URINE,,clean catch/bag,,
Specimen source,URINE,,"urine, ileal loop",,
Specimen source,URINE,,urethral,,
Specimen source,URINE,,timed urine,,
Specimen source,URINE,,urethra,,
Specimen source,URINE,,clean catch urine,,
Specimen source,URINE,,"urine, catheterized",,
Specimen source,URINE,,"urine, pedibag",,
Specimen source,URINE,,"urine, suprapubic catheter",,
Specimen source,URINE,,"midstream, urine",,
Specimen source,URINE,,"kidney, urine",,
Specimen source,URINE,,random urine,,
Specimen source,URINE,,blood and urine,,
Specimen source,URINE,,"clean catch""""",,
Specimen source,URINE,,straight cath,,
Specimen source,URINE,,urine-bagged,,
Specimen source,URINE,,24 hr urine,,
Specimen source,URINE,,catheter,,
Specimen source,URINE,,"urine, bladder",,
