class,pcornet_code,pcornet_name,pedsnet_code,pedsnet_name,value_as_concept_id
Payer,369,"State not otherwise specified (other state)",,,null
Payer,37,Local Government,,,null
Payer,371,Local - Managed care,,,null
Payer,3711,HMO,,,null
Payer,3712,PPO,,,null
Payer,3713,POS,,,null
Payer,372,FFS/Indemnity,,,null
Payer,379,"Local not otherwise specified (other local county)",,,null
Payer,38,"Other Government (Federal State Local not specified)",,,null
Payer,381,"Federal State Local not specified managed care",,,null
Payer,3811,"Federal State Local not specified - HMO",,,null
Payer,3812,"Federal State Local not specified - PPO",,,null
Payer,3813,"Federal State Local not specified - POS",,,null
Payer,3819,"Federal State Local not specified - not specified managed care",,,null
Payer,382,"Federal State Local not specified - FFS",,,null
Payer,389,"Federal State Local not specified - Other",,,null
Payer,39,Other Federal,,,null
Payer,391,Federal Employee Health Plan  Use when known.,,,null
Payer,4,DEPARTMENTS OF CORRECTIONS,,,null
Payer,41,Corrections Federal,,,null
Payer,42,Corrections State,,,null
Payer,43,Corrections Local,,,null
Payer,44,Corrections Unknown Level,,,null
Payer,5,PRIVATE HEALTH INSURANCE,,,null
Payer,51,Managed Care (Private),,,null
Payer,511,Commercial Managed Care - HMO,Private/Commercial-HMO,,null
Payer,512,Commercial Managed Care - PPO,Private/Commercial-PPO,,null
Payer,513,Commercial Managed Care - POS,Private/Commercial-POS,,null
Payer,514,Exclusive Provider Organization,,,null
Payer,515,Gatekeeper PPO (GPPO),,,null
Payer,516,Commercial Managed Care - Pharmacy Benefit Manager,,,null
Payer,517,Commercial Managed Care - Dental,,,null
Payer,519,"Managed Care Other (non HMO)",,,null
Payer,52,Private Health Insurance - Indemnity,,,null
Payer,521,Commercial Indemnity,,,null
Payer,522,Self-insured (ERISA) Administrative Services Only (ASO) plan,,,null
Payer,523,Medicare supplemental policy (as second payer),,,null
Payer,524,Indemnity Insurance - Dental,,,null
Payer,529,Private health insuranceother commercial Indemnity,,,null
Payer,53,"Managed Care (private) or private health insurance (indemnity) not otherwise specified",,,null
Payer,54,Organized Delivery System,,,null
Payer,55,Small Employer Purchasing Group,,,null
Payer,56,Specialized Stand Alone Plan,,,null
Payer,561,Dental,,,null
Payer,562,Vision Other Private Insurance,,,null
Payer,6,BLUE CROSS/BLUE SHIELD,,,null
Payer,61,BC Managed Care,,,null
Payer,611,BC Managed Care  HMO,,,null
Payer,612,BC Managed Care  PPO,,,null
Payer,613,BC Managed Care  POS,,,null
Payer,614,BC Managed Care - Dental,,,null
Payer,619,BC Managed Care  Other,,,null
Payer,62,BC Insurance Indemnity,,,null
Payer,621,BC Indemnity,,,null
Payer,622,BC Self-insured (ERISA) Administrative Services Only (ASO)Plan,,,null
Payer,623,BC Medicare Supplemental Plan,,,null
Payer,629,BC Indemnity - Dental,,,null
Payer,7,"MANAGED CARE UNSPECIFIED (to be used only if one can't distinguish public from private)",,,null
Payer,71,HMO,Other/Unknown-HMO,,null
Payer,72,PPO,Other/Unknown-PPO,,null
Payer,73,POS,Other/Unknown-POS,,null
Payer,79,Other Managed Care,,,null
Payer,8,NO PAYMENT from an Organization/Agency/Program/Private Payer Listed,,,null
Payer,81,Self-pay,Self-pay-Other/Unknown,,null
Payer,82,No Charge,,,null
Payer,821,Charity,,,null
Payer,822,Professional Courtesy,,,null
Payer,823,Research/Clinical Trial,,,null
Payer,83,Refusal to Pay/Bad Debt,,,null
Payer,84,Hill Burton Free Care,,,null
Payer,85,Research/Donor,,,null
Payer,89,"No Payment Other",,,null
Payer,9,MISCELLANEOUS/OTHER,,,null
Payer,91,Foreign National,,,null
Payer,92,Other (Non-government),,,null
Payer,93,Disability Insurance,,,null
Payer,94,Long-term Care Insurance,,,null
Payer,95,Worker's Compensation,,,null
Payer,951,Worker's Comp HMO,,,null
Payer,953,Worker's Comp Fee-for-Service,Other/Unknown-Fee for service,,null
Payer,954,Workers Comp Other Managed Care,,,null
Payer,959,"Worker's Comp Other unspecified",,,null
Payer,96,Auto Insurance (includes no fault),,,null
Payer,97,Legal Liability / Liability Insurance,,,null
Payer,98,Other specified but not otherwise classifiable (includes Hospice - Unspecified plan),,,null
Payer,99,No Typology Code available for payment source,,,null
Payer,9999,Unavailable / No Payer Specified / Blank,Other/Unknown-Other/Unknown,,null
